id,MolWt,HeavyAtomCount,TPSA,MolLogP,NumRotatableBonds,FractionCSP3,RingCount,NHOHCount,NOCount,LabuteASA
9231170,56.10799999999999,4,0.0,1.7018,2,1.0,0,0,0,27.834077371019376
9284896,302.523,19,67.42999999999999,1.4393999999999991,9,0.8333333333333334,0,2,5,118.45259424415757
10061985,506.6020000000003,38,74.76,6.765300000000008,12,0.3125,5,0,6,222.59890308010557
10142210,185.183,13,87.30000000000001,-2.2628999999999992,6,0.5714285714285714,0,3,6,75.8530850785693
10557152,156.772,7,0.0,2.1939,1,0.6666666666666666,0,0,0,48.97692523540387
11301237,1201.1080000000004,90,154.01,15.31199999999997,13,0.0422535211267605,14,0,13,506.2297083017073
11664621,160.16899999999998,11,44.760000000000005,0.9468,6,0.8571428571428571,0,0,4,66.11175002546273
11667291,588.5750000000004,45,108.9,4.9737000000000045,7,0.027027027027027,7,0,8,256.69151237814015
11796436,346.43300000000005,27,24.06,6.266600000000005,4,0.04,5,2,2,158.64157809258188
11894206,162.18799999999996,12,26.3,2.20582,3,0.3,1,0,2,72.16623890663404
11955349,255.32,20,12.36,4.155800000000003,3,0.0,3,0,1,118.80585613188175
12008966,160.26,12,0.0,3.5421000000000022,2,0.5,1,0,0,75.62105580587661
12265790,114.14399999999998,8,26.3,1.2434,3,0.8333333333333334,0,0,2,49.83902892936323
12381586,349.43000000000006,26,59.32,5.013080000000005,11,0.3636363636363636,2,0,4,154.91911071005333
12395811,476.5720000000003,36,36.92,6.531900000000007,9,0.125,4,0,4,212.59719750652096
12627006,762.873,59,118.85,10.155139999999992,12,0.0784313725490196,8,0,8,342.27903834618894
12724819,941.4039999999992,68,24.94,19.5164,28,0.3870967741935484,8,0,4,417.49708163503686
13021733,542.7390000000005,36,101.53000000000004,1.664600000000004,33,1.0,0,0,11,219.16359609930495
13364814,288.3279999999999,19,75.27,1.9842,12,0.8461538461538461,0,2,5,115.62095338139054
13630833,718.694,52,74.76,8.786040000000002,7,0.3,6,0,6,295.5890654191156
13838538,268.53799999999995,14,0.0,5.5217000000000045,13,1.0,0,0,0,106.34805096959576
13850404,320.25,22,129.98000000000002,-1.0171,6,0.8333333333333334,2,2,10,125.01542358334376
13874722,116.16,8,18.46,1.5793,7,1.0,0,0,2,50.47174058151548
15891916,828.9280000000002,64,109.96,11.863599999999986,13,0.0,10,2,8,369.0828866658892
15979280,588.6200000000002,44,133.91,5.004000000000005,12,0.1470588235294117,5,3,10,253.2575402015682
16364869,584.3500000000001,41,74.76,5.350400000000002,3,0.1538461538461538,5,0,6,222.10904050665732
16498242,138.254,10,0.0,3.7477000000000023,8,0.8,0,0,0,65.33412702521478
16855553,148.16099999999997,11,26.3,1.8974,3,0.2222222222222222,1,0,2,65.80129679223742
17114758,448.51800000000014,34,52.6,6.355100000000006,8,0.1333333333333333,4,0,4,199.02316160585903
17899555,416.39200000000017,32,78.14,2.2691,3,0.0,5,0,6,180.1626636277512
17943713,1083.197,81,120.91000000000004,14.836799999999966,26,0.1764705882352941,10,0,11,468.59361768582346
18227797,579.7340000000005,42,108.0,6.415400000000008,23,0.5294117647058824,2,1,8,249.73449863727927
18308835,258.46899999999994,17,9.23,2.6942000000000004,3,0.2857142857142857,2,0,1,105.84904749948028
18339242,89.10830533399998,6,26.3,0.4648,3,0.75,0,0,2,41.32405620107346
18520951,257.333,19,37.38,3.1244400000000017,3,0.5,2,0,3,114.15787098022471
18696710,362.4470000000001,25,72.83,3.303480000000002,7,0.3684210526315789,2,1,5,148.37050324202275
19277692,440.4620000000001,34,70.02000000000001,5.173800000000004,5,0.0,6,0,6,195.0716971839592
19303052,245.105,15,26.3,3.7321000000000017,4,0.3636363636363636,1,0,2,99.13771347479398
19522327,227.057,12,26.3,2.448900000000001,3,0.2222222222222222,1,0,2,79.6688443978788
20039468,544.6060000000002,42,52.6,8.292600000000006,9,0.0,6,0,4,243.67758156040065
20273521,219.23999999999995,16,46.61,0.6106,4,0.6666666666666666,3,0,4,93.9236294159072
20627281,282.346,22,24.06,5.412400000000003,3,0.0,4,2,2,128.53160778305684
20883601,294.35400000000004,22,58.2,2.47684,5,0.2222222222222222,2,2,4,129.890947092649
21279513,510.4330000000001,37,18.46,7.436700000000005,5,0.1724137931034483,6,0,2,207.31672540187387
21520341,436.51100000000025,33,66.48,5.239200000000005,4,0.25,5,1,5,192.9776125224753
22184710,190.242,14,26.3,2.811400000000001,5,0.4166666666666667,1,0,2,84.89612313542726
22597605,576.6590000000002,45,60.790000000000006,8.382500000000006,6,0.0,8,0,5,260.0723403665803
22905078,354.11499999999995,22,26.3,3.9385,7,0.8888888888888888,0,0,2,114.75474470474164
22928574,346.999,17,52.6,2.6850000000000005,10,0.6666666666666666,0,0,4,108.01096048739922
22953969,408.5380000000002,30,52.6,6.859200000000006,16,0.4615384615384615,2,0,4,179.8285101089039
23036398,1149.4039999999995,76,236.26,4.9527000000000045,23,0.3846153846153846,8,0,18,456.88960764529327
23192453,106.146,6,34.14,0.2216,2,1.0,0,0,2,39.12649027644584
23694396,115.887,4,12.36,2.4238,0,0.0,0,0,1,34.76014114743992
23713841,1104.1,84,198.98,13.00039999999998,15,0.0147058823529411,13,3,16,478.601383938223
24351648,262.35599999999994,20,24.06,4.465200000000003,4,0.2222222222222222,3,2,2,119.6624972202526
24969052,234.251,17,52.60000000000001,2.602400000000001,7,0.3846153846153846,1,0,4,100.21682110206366
24982830,774.5900000000005,56,171.88,3.965900000000002,9,0.1351351351351351,7,2,13,309.4462964148746
25581268,732.7700000000003,54,127.36,7.465400000000008,9,0.0697674418604651,8,0,10,310.0680797383217
25596707,754.9910000000001,55,83.99000000000001,8.605800000000006,8,0.1304347826086956,8,0,7,322.1859369609723
25599707,760.8750000000002,57,109.96,10.234399999999996,11,0.0,9,2,8,329.59826241273095
25748429,414.4610000000001,31,74.76,2.03374,3,0.36,5,0,6,180.1710356061157
26299008,188.314,14,0.0,4.491400000000004,4,0.5714285714285714,1,0,0,88.3509400346698
26367456,453.67400000000015,34,50.08,7.788300000000007,13,0.3548387096774194,3,4,3,205.6199080776348
26995134,208.264,16,24.06,3.609400000000001,4,0.0,2,2,2,95.2085599161954
28121925,592.4510000000004,43,74.76,5.799800000000003,4,0.0967741935483871,6,0,6,238.0946149029507
28200504,230.26399999999995,16,76.66000000000001,1.4310999999999998,9,0.8,0,2,6,95.35427760640556
28479659,734.7200000000003,56,111.68,9.558299999999996,10,0.0,9,0,10,319.6320396784231
29482987,270.331,21,9.23,5.403300000000004,4,0.0,3,0,1,124.6994179577409
29766304,266.296,20,43.370000000000005,3.518500000000002,5,0.1764705882352941,2,0,3,117.74979732713848
29881762,196.206,14,57.690000000000005,0.7695000000000001,6,0.6666666666666666,1,0,5,82.44721894341589
29928066,279.33900000000006,21,31.23,4.0332000000000034,5,0.2777777777777778,3,0,3,123.67858410650732
30582999,494.58800000000025,36,110.8,4.712700000000003,17,0.4285714285714285,2,2,8,211.9811629050008
30682090,642.6670000000003,49,93.22,7.785800000000007,7,0.073170731707317,8,0,8,281.06725168220623
31430153,378.38400000000007,28,89.8,4.722300000000003,8,0.1428571428571428,3,2,7,161.49517891669137
31529134,383.36300000000006,29,95.58,2.995300000000001,4,0.0,4,2,7,165.50517527327673
31841016,324.24500000000006,23,138.88000000000002,1.8985,8,0.3846153846153846,1,0,10,129.8420840243741
32316139,201.147,14,20.31,1.978,3,0.2222222222222222,1,0,2,78.7342199551173
32586958,127.15100000000002,9,88.46,-1.791,3,0.25,0,6,5,53.399359612746096
34026248,528.5480000000002,39,75.27,5.734800000000004,9,0.0303030303030303,5,2,5,227.2570032677445
34042817,248.278,18,52.60000000000001,2.992500000000001,8,0.4285714285714285,1,0,4,106.58176321646027
34234994,1164.9120000000005,84,151.42,13.83149999999998,13,0.1,10,2,12,465.0007452296599
34546505,592.5870000000003,44,69.67,6.598000000000007,10,0.0,6,0,5,254.96718146049403
35288312,530.6960000000003,40,24.72,8.445700000000004,8,0.027027027027027,6,0,2,239.24270873513865
35380876,740.7780000000001,54,122.38,6.711000000000005,7,0.0,10,0,10,310.8749974538819
35399593,259.245,18,30.82,4.721040000000003,4,0.1428571428571428,2,0,3,107.81350298963795
35822036,444.4870000000003,33,83.99000000000001,4.687800000000004,4,0.3846153846153846,5,0,7,191.6495229500192
36217683,466.6720000000003,32,44.24,6.840400000000005,13,0.4615384615384615,4,0,4,198.1782447235205
36780446,296.322,22,52.6,3.7810000000000015,7,0.2222222222222222,2,0,4,128.9089731937311
37511814,548.7740000000005,42,24.06,11.697999999999984,12,0.25,6,2,2,249.91978766482217
37571918,328.37400000000014,26,24.06,6.6716000000000015,2,0.0,7,2,2,148.13824634434036
37623475,362.47600000000006,28,24.06,7.0568400000000056,5,0.0769230769230769,4,2,2,166.0123513605077
37727451,375.34000000000015,28,103.86,1.17892,3,0.15,4,1,8,159.27351195790905
38112797,546.7580000000003,42,24.06,11.765799999999984,6,0.3,8,2,2,248.61703446669247
38228922,616.5970000000001,47,165.82999999999998,5.476900000000003,6,0.0,8,4,12,265.05995753374333
38242048,212.039,13,0.0,3.0565,2,0.6,0,0,0,66.8336996766416
39109326,707.8120000000004,51,121.69,8.017100000000008,14,0.35,5,2,10,300.2626873782978
40088405,596.6200000000002,44,108.9,4.7351000000000045,6,0.0285714285714285,7,0,8,252.05401084445072
40146140,761.71,58,187.67,7.1474000000000055,7,0.0,10,3,14,326.2895035474782
40417262,198.225,15,33.29,3.231300000000001,4,0.0,2,2,3,88.28182394909331
40655089,1113.129,83,204.01999999999995,13.46489999999998,16,0.0,12,2,16,473.7913449610938
40953121,933.933,71,180.51999999999995,9.72422,11,0.0350877192982456,11,3,14,404.6250471814778
41386383,168.32399999999998,12,0.0,4.822600000000004,10,1.0,0,0,0,78.75361428619225
41421570,909.7510000000004,67,140.25,9.773199999999996,11,0.06,9,0,11,373.9755358765791
41644742,824.8839999999997,60,182.28,7.94400000000001,24,0.4090909090909091,6,0,16,347.40048860378687
41684723,592.7320000000001,44,71.06,9.690599999999998,18,0.3157894736842105,4,0,6,260.1697889800457
41977066,676.9590000000001,29,109.77,5.585500000000002,5,0.1764705882352941,2,2,7,200.1894820672945
42779237,721.0170000000003,51,96.84,9.680700000000002,32,0.6190476190476191,3,0,8,310.5893086535543
43489811,262.3089999999999,19,67.43,1.3749,9,0.4285714285714285,1,2,5,112.56794235416947
43517583,132.206,10,0.0,2.861440000000001,2,0.4,1,0,0,62.89117157708338
44130721,710.7850000000003,51,105.20000000000002,9.487619999999998,12,0.024390243902439,6,0,8,301.5687626134222
44332410,126.243,9,0.0,3.652300000000003,7,1.0,0,0,0,59.658787943002416
45108843,852.537,51,9.23,12.205199999999987,20,1.0,0,0,1,270.983167296902
45704443,736.7080000000005,54,52.6,10.695199999999993,11,0.1363636363636363,6,0,4,306.86044666433776
45818224,166.01999999999998,10,9.23,1.8375,3,1.0,0,0,1,51.25658142637619
45908417,223.231,17,37.38,2.4872000000000005,3,0.0,2,0,3,99.0912879380498
46067784,321.42000000000013,24,31.23,5.333300000000004,7,0.3809523809523809,3,0,3,142.77341044969714
46369100,301.39300000000003,23,50.08,4.375500000000002,5,0.1,3,4,3,136.29514785145642
46473006,161.24799999999996,12,23.79,3.107280000000002,3,0.7272727272727273,1,0,1,75.08581766755087
46656995,197.366,14,3.24,3.6860000000000026,9,1.0,0,0,1,90.8783900707922
47046176,762.7300000000002,58,128.75,9.1223,11,0.0,9,0,11,330.15850389286345
48005195,294.33500000000004,21,51.0,4.158100000000002,5,0.0,3,0,4,125.77788928565742
48202315,834.9150000000001,60,79.77000000000001,11.73079999999998,12,0.0,10,0,7,353.6581949462524
48308812,170.21200000000002,12,58.2,0.2110999999999999,6,0.75,0,2,4,72.5066429093141
48554956,258.302,18,58.53,1.8711,4,0.0,2,1,4,106.95597912924885
48717962,286.37800000000004,22,24.06,4.793300000000003,5,0.1,3,2,2,130.9552571544437
49062920,652.7040000000002,48,138.96,8.760500000000004,19,0.2777777777777778,4,0,12,278.5605508992445
49325830,482.45100000000025,37,91.83,3.7231000000000014,3,0.0333333333333333,7,0,7,210.10212280410656
49367014,196.205,15,26.3,1.9353,3,0.0,2,0,2,87.80919529219739
49737348,193.249,15,4.93,2.1636,1,0.1428571428571428,3,0,1,88.94374831937023
49886836,672.5270000000002,49,35.53,9.203499999999998,7,0.0263157894736842,7,0,3,271.83451153023753
50053709,658.5440000000004,49,118.13,6.194000000000005,7,0.027027027027027,7,0,9,274.30166381642584
50438012,522.6420000000004,38,110.8,5.492900000000005,19,0.4666666666666667,2,2,8,224.711047133794
51223278,648.6270000000003,49,127.36,6.055600000000007,7,0.0769230769230769,7,0,10,279.6484870659471
51367162,524.6170000000003,39,91.83,4.442600000000004,5,0.46875,6,0,7,228.0912928400018
51939851,629.5600000000003,46,49.17,8.278800000000006,8,0.0857142857142857,6,0,5,258.8588848074854
51976096,551.6800000000005,40,108.0,5.491100000000006,20,0.5,2,1,8,237.00461440848605
52181246,450.4900000000002,30,105.2,1.5682,11,0.2,2,0,8,176.1518136100821
52357313,310.318,23,0.0,4.883400000000003,3,0.1,3,0,0,132.77208196919696
52649125,504.6310000000004,37,101.38,6.737100000000006,11,0.4482758620689655,3,2,8,218.80787463750084
52868719,199.27499999999995,13,50.09,1.87198,8,0.7777777777777778,0,0,3,83.44954497938701
53248904,433.3020000000001,27,78.14,3.075700000000001,10,0.5,3,0,6,163.58608166137384
53311142,130.14299999999997,9,35.53,0.7567,5,0.8333333333333334,0,0,3,54.63326268155923
53548350,236.31799999999996,18,24.06,3.9848000000000026,3,0.25,3,2,2,107.62221602364365
53844809,319.469,23,33.42,3.6194000000000015,12,0.6842105263157895,1,0,4,141.00511318834532
53951865,168.15600000000003,12,116.56,0.0145999999999997,2,0.0,1,8,6,68.37943341193984
54084083,98.189,7,0.0,2.872100000000001,5,1.0,0,0,0,46.92890371420919
54206705,210.437,14,0.0,4.995300000000005,8,0.8461538461538461,0,0,0,91.80994061378172
54625460,490.5190000000002,37,105.34,3.874500000000002,9,0.0689655172413793,5,3,8,212.8227861552888
55326263,979.064,72,167.09999999999997,11.358199999999988,11,0.0,11,2,12,415.92043310741377
55400154,584.6720000000001,44,83.99000000000001,6.700200000000008,5,0.2432432432432432,6,0,7,256.4046004012799
55701750,88.175,5,0.0,1.5825,3,1.0,0,0,0,37.95718739638461
55715472,448.48200000000014,34,100.19,4.742700000000003,8,0.037037037037037,4,3,7,196.2062835405821
55938751,300.081,18,30.82,5.411000000000002,4,0.0,2,0,3,115.6901512146081
56235690,912.961,71,104.27,11.90129999999998,6,0.0161290322580645,15,0,9,401.57790132977954
56319655,528.6080000000003,40,76.66,7.451900000000006,7,0.1176470588235294,5,2,6,232.8045505048104
56734204,168.23599999999993,12,26.3,2.5578000000000003,3,0.9,1,0,2,74.29296623342044
56881469,804.6550000000005,59,110.29,9.1472,9,0.0681818181818181,8,0,9,329.17232947512827
57070808,930.9980000000002,70,142.18999999999997,12.317699999999984,11,0.0,11,2,11,404.408579955134
57222914,360.46,28,24.06,6.056700000000005,4,0.0769230769230769,5,2,2,165.06443843721206
57727191,252.358,18,58.2,2.3277,12,0.7142857142857143,0,2,4,110.00669256350947
57989832,194.186,14,44.760000000000005,1.6008,6,0.3,1,0,4,82.07401788833694
58312031,331.396,24,37.38,4.638400000000003,5,0.0,3,0,3,144.27149216947905
58492814,484.4670000000002,37,91.83,3.742700000000003,5,0.0333333333333333,6,0,7,211.1079539576358
59233337,592.4850000000005,44,93.22,6.478700000000004,5,0.0303030303030303,7,0,8,245.77687945612777
59411967,606.6340000000002,46,93.22,7.271200000000008,6,0.1052631578947368,7,0,8,264.75052926486774
59671897,696.7150000000004,53,110.29,8.062400000000007,9,0.0681818181818181,8,0,9,304.17911705757086
59967073,218.25599999999997,16,58.2,2.1376,7,0.3333333333333333,1,2,4,94.8338528865849
60015302,286.324,20,71.06,3.311300000000002,8,0.8571428571428571,1,0,6,118.93558100226042
60029399,468.5080000000002,36,52.6,6.625600000000007,8,0.0,5,0,4,208.62048735433663
60738401,439.66000000000014,30,68.55000000000001,5.747080000000006,12,0.391304347826087,2,0,5,182.00290422133077
60763059,396.4310000000001,29,85.7,2.4220000000000006,3,0.0,5,0,6,166.412910900668
60840755,192.214,14,35.53,2.1785000000000005,4,0.3636363636363636,1,0,3,83.64472625053753
61414691,130.143,9,35.53,1.3219,5,0.8333333333333334,0,0,3,54.63326268155924
61470142,656.6470000000003,47,18.46,11.686399999999988,8,0.0526315789473684,6,0,2,270.47085980323584
61636599,362.47600000000006,28,24.06,7.0568400000000056,5,0.0769230769230769,4,2,2,166.0123513605077
61782925,198.13999999999996,13,35.53,1.7599,5,0.8571428571428571,0,0,3,73.81412248204542
61915107,648.559,47,74.76,7.232280000000006,4,0.2,6,0,6,263.7643548471325
62163979,1011.9309999999996,77,322.78000000000003,9.29118,16,0.0714285714285714,8,0,21,436.3496059139992
62269402,470.59000000000026,34,52.60000000000001,6.153880000000005,7,0.1724137931034483,4,0,4,200.96057367316155
62619308,142.19799999999998,10,26.3,2.0236,2,0.875,0,0,2,62.568913158156434
62619449,704.5790000000005,51,110.8,8.353700000000003,10,0.081081081081081,5,2,8,284.8611789111808
63090033,182.606,12,26.3,2.3398000000000003,3,0.2222222222222222,1,0,2,76.10456301911911
63333676,207.298,14,20.31,3.163800000000002,5,0.3636363636363636,1,0,2,90.33253612512884
63397318,368.3660000000001,26,89.9,2.9743000000000004,6,0.0,3,1,6,149.60847073780897
63969847,260.387,17,25.78,3.761000000000002,5,0.3846153846153846,3,0,2,108.33946525766645
64606581,82.14599999999999,6,0.0,2.0919,1,1.0,1,0,0,39.55813044628336
64725995,570.8650000000001,43,24.06,11.856099999999984,12,0.4146341463414634,5,2,2,260.4806519229276
65098291,794.6160000000004,58,111.68,9.928899999999992,9,0.0476190476190476,8,0,10,322.29804211870965
66059501,656.6940000000003,50,95.12,9.738999999999995,11,0.0,7,2,8,287.68606091836574
66287866,318.397,23,18.46,4.922900000000002,5,0.05,3,0,2,140.542034989326
66714118,566.5250000000003,43,102.45,6.099000000000005,7,0.0,7,0,9,244.4043060367881
66764672,279.53200000000004,18,33.02,4.363780000000004,5,0.7857142857142857,1,0,2,114.30282078881828
66797597,436.5580000000001,34,24.06,8.361900000000004,7,0.0,5,2,2,200.37984253438745
67251636,482.5740000000001,34,129.26,1.9515000000000005,16,0.8333333333333334,2,2,10,201.00193956000092
67510171,230.20399999999995,16,0.0,3.9826000000000015,4,0.3333333333333333,1,0,0,91.5935943853973
67637672,273.719,19,37.38,2.8663000000000016,2,0.3333333333333333,3,0,3,116.40076090699633
67701587,470.6090000000005,35,52.6,7.376200000000006,15,0.3548387096774194,3,0,4,208.52066220057137
67919894,504.6070000000002,37,52.60000000000001,6.683700000000007,8,0.0625,5,0,4,216.9228415360357
68067670,582.7030000000003,45,58.2,9.15154,7,0.073170731707317,7,2,4,262.7485506489792
68287641,586.7380000000003,46,24.06,12.08039999999998,7,0.0,8,2,2,268.7599846073129
68342514,366.4170000000001,27,72.67999999999999,4.440100000000004,9,0.2857142857142857,2,0,6,158.77125004519996
68581387,298.43600000000004,20,25.78,4.398500000000002,6,0.25,3,0,2,126.72538249192748
68792546,382.5890000000002,27,67.43,4.908900000000004,22,0.9090909090909092,0,2,5,166.62003774965802
68905066,294.354,22,58.2,3.003400000000001,6,0.2222222222222222,2,2,4,129.890947092649
69087168,300.405,23,24.06,5.452200000000004,6,0.1428571428571428,3,2,2,137.32019926884027
69121777,569.6540000000002,42,106.48,5.633900000000005,15,0.2647058823529412,4,3,8,245.68682811041552
69694252,186.207,13,52.60000000000001,1.4552,8,0.7777777777777778,0,0,4,77.88961112479286
70273581,316.312,24,52.6,4.105400000000003,5,0.0,3,0,4,138.50629894220867
70329705,242.08999999999995,15,18.46,2.610500000000001,5,1.0,0,0,2,79.63048840199913
70414190,495.5720000000004,36,108.0,4.073200000000004,16,0.4285714285714285,2,1,8,211.5448459508996
71102106,102.13599999999995,8,0.0,1.3812,1,0.0,1,0,0,49.47168431610592
71135797,614.6100000000004,46,127.36,5.976300000000007,11,0.1666666666666666,6,0,10,263.47624771647764
71203158,502.6100000000002,38,52.6,7.604800000000007,12,0.2352941176470588,5,0,4,223.4770989099163
71861682,588.5750000000004,45,108.9,4.973700000000005,7,0.027027027027027,7,0,8,256.69151237814015
72083210,483.51700000000034,35,117.23,2.5294,15,0.3846153846153846,2,1,9,203.9285069516133
72192148,428.7870000000002,31,91.83,2.805300000000001,3,0.0,5,0,7,179.98918386405683
72343609,450.54200000000014,34,83.98,3.366200000000002,10,0.2142857142857142,4,2,6,199.0088575077297
72459734,192.16700000000003,13,88.38000000000001,-2.2016999999999998,4,1.0,1,3,6,75.32709802847776
72780876,592.6950000000004,45,76.66,8.107300000000006,9,0.1794871794871795,7,2,6,262.26314421527053
73164224,138.12599999999998,10,64.52,0.8501999999999996,2,0.0,1,4,4,57.69965201791442
73437424,248.328,16,34.14,2.2504,3,0.0,2,0,2,100.26896237074932
73489735,237.12699999999992,16,20.31,2.2562000000000006,3,0.2222222222222222,1,0,2,87.06529076096977
74066581,382.3710000000001,29,61.830000000000005,5.383900000000003,6,0.0,4,0,5,166.3015087034507
74313131,503.5140000000002,38,110.34,6.415480000000006,11,0.1,4,0,8,218.97606436132384
74688893,270.3689999999999,19,52.60000000000001,3.518900000000002,12,0.8666666666666667,0,0,4,116.39857528848336
74865291,304.25100000000003,21,98.75,0.2776999999999996,7,0.8333333333333334,2,0,9,120.54050130845862
75135470,561.6380000000001,42,110.34,8.523980000000003,14,0.2647058823529412,4,0,8,245.10959885068547
75252869,309.485,22,14.16,5.457100000000005,8,0.3684210526315789,3,0,2,133.66368303663785
75381552,722.8410000000002,55,83.99000000000001,10.110399999999997,6,0.1666666666666666,8,0,7,320.1538466990113
75443529,322.44800000000004,24,18.46,6.387100000000006,11,0.3636363636363636,2,0,2,145.3560944190457
75466481,230.27,18,24.06,4.336400000000001,2,0.0,4,2,2,104.1352029888636
75536580,772.923,57,110.8,9.576199999999998,11,0.2083333333333333,10,2,8,332.03463199278167
75538162,418.5650000000001,31,24.06,7.254300000000006,6,0.0714285714285714,5,2,2,187.16991142895264
75851204,212.45299999999995,14,0.0,5.148600000000005,11,1.0,0,0,0,93.09621826476916
76090504,189.425,9,26.3,1.7428,2,0.75,0,0,2,68.01894338121504
76415472,338.362,26,35.53,4.880800000000004,5,0.0,4,0,3,150.66149925950353
76724169,174.243,13,9.23,3.333200000000001,5,0.3333333333333333,1,0,1,80.04499800319925
76990549,611.7320000000003,44,126.46,4.888200000000005,25,0.5294117647058824,2,1,10,259.96158909629304
77456502,832.854,62,169.69,5.954500000000006,7,0.0833333333333333,11,0,13,352.55556645693866
79415769,264.28099999999995,19,59.08,2.572520000000001,4,0.3846153846153846,1,0,6,111.7364884424704
79940149,269.35200000000003,20,62.73,1.7393999999999994,9,0.4,2,2,5,119.22684683540092
80116442,420.45800000000014,30,105.2,3.639300000000003,16,0.5454545454545454,1,0,8,176.05143479073442
80376161,548.5720000000002,40,106.97,5.872300000000005,9,0.0,5,1,7,230.2491233643773
80487296,443.4580000000001,34,65.49000000000001,5.521000000000004,5,0.0,5,0,5,195.4488686605453
80883741,238.206,18,105.78,0.4185600000000002,4,0.0,1,2,6,102.9294092173381
80922127,332.4910000000001,25,24.06,5.817300000000005,4,0.4782608695652174,4,2,2,151.17097967089063
80929895,426.5570000000002,31,65.4,2.5414000000000003,11,0.52,3,2,6,185.3521674764048
81065395,292.426,22,24.06,5.469400000000004,4,0.4,3,2,2,133.08198448123008
81137216,478.8060000000005,34,58.2,8.793300000000006,29,0.9333333333333332,0,2,4,212.53536942603952
81531670,416.60900000000026,27,59.080000000000005,5.229600000000005,10,0.8947368421052632,2,0,6,171.88332385140555
81725470,533.7120000000002,40,30.930000000000003,9.130400000000002,14,0.2777777777777778,4,0,4,239.3928574369881
82529518,394.52200000000016,30,76.1,4.8839200000000025,6,0.1538461538461538,4,6,4,177.43965401695104
82633177,116.16299999999995,9,0.0,2.1709000000000005,0,0.3333333333333333,2,0,0,55.52039830915755
